400	9400	1	0.015000	2 	 27 	14	0.000087	0.000481	0.000087	1.969150
400	9400	2	0.015000	2 	 23 	8	0.000050	0.000525	0.000050	1.316957
400	9400	3	0.015000	2 	 11 	15	0.000094	0.000313	0.000094	1.968643
400	9400	4	0.015000	2 	 20 	6	0.000037	0.000394	0.000037	1.384437
400	9400	5	0.015000	2 	 183 	3633	0.022706	0.028262	0.022706	28.305965
400	9400	6	0.015000	2 	 17 	12	0.000075	0.000375	0.000075	1.576741
400	9400	7	0.015000	2 	 26 	7	0.000044	0.000475	0.000044	1.030158
400	9400	8	0.015000	2 	 19 	8	0.000050	0.000375	0.000050	1.561249
400	9400	9	0.015000	2 	 29 	10	0.000063	0.000594	0.000063	1.618641
400	9400	10	0.015000	2 	 20 	6	0.000037	0.000300	0.000037	1.301708
400	9400	11	0.015000	2 	 9 	4	0.000025	0.000138	0.000025	0.866025
400	9400	12	0.015000	2 	 8 	4	0.000025	0.000087	0.000025	0.829156
400	9400	13	0.015000	2 	 10 	7	0.000044	0.000200	0.000044	1.087968
400	9400	14	0.015000	2 	 39 	13	0.000081	0.000838	0.000081	1.842946
400	9400	15	0.015000	2 	 30 	16	0.000100	0.000681	0.000100	1.851942
400	9400	16	0.015000	2 	 19 	8	0.000050	0.000313	0.000050	1.340476
400	9400	17	0.015000	2 	 34 	15	0.000094	0.000644	0.000094	1.776388
400	9400	18	0.015000	2 	 21 	13	0.000081	0.000519	0.000081	1.716609
400	9400	19	0.015000	2 	 12 	14	0.000087	0.000319	0.000087	1.733523
400	9400	20	0.015000	2 	 155 	1147	0.007169	0.011700	0.007169	17.790656
400	9400	21	0.015000	2 	 18 	16	0.000100	0.000356	0.000100	2.606332
400	9400	22	0.015000	2 	 30 	10	0.000063	0.000469	0.000063	1.431782
400	9400	23	0.015000	2 	 26 	10	0.000063	0.000387	0.000063	1.303840
400	9400	24	0.015000	2 	 25 	8	0.000050	0.000506	0.000050	1.172604
400	9400	25	0.015000	2 	 48 	16	0.000100	0.001038	0.000100	2.150581
400	9400	26	0.015000	2 	 28 	11	0.000069	0.000487	0.000069	1.681204
400	9400	27	0.015000	2 	 56 	11	0.000069	0.001094	0.000069	1.734435
400	9400	28	0.015000	2 	 73 	20	0.000125	0.001394	0.000125	2.176006
400	9400	29	0.015000	2 	 16 	15	0.000094	0.000375	0.000094	1.936779
400	9400	30	0.015000	2 	 77 	16	0.000100	0.001606	0.000100	2.105610
400	9400	31	0.015000	2 	 5 	9	0.000056	0.000181	0.000056	1.490712
400	9400	32	0.015000	2 	 128 	34	0.000212	0.003306	0.000212	3.668933
400	9400	33	0.015000	2 	 29 	9	0.000056	0.000425	0.000056	1.602467
400	9400	34	0.015000	2 	 32 	10	0.000063	0.000731	0.000063	1.630951
400	9400	35	0.015000	2 	 23 	8	0.000050	0.000431	0.000050	1.316957
400	9400	36	0.015000	2 	 29 	18	0.000112	0.000725	0.000112	2.925516
400	9400	37	0.015000	2 	 172 	4139	0.025869	0.030275	0.025869	29.877605
400	9400	38	0.015000	2 	 12 	13	0.000081	0.000256	0.000081	1.804006
400	9400	39	0.015000	2 	 28 	13	0.000081	0.000531	0.000081	1.733758
400	9400	40	0.015000	2 	 27 	12	0.000075	0.000550	0.000075	1.504623
400	9400	41	0.015000	2 	 26 	9	0.000056	0.000475	0.000056	1.286204
400	9400	42	0.015000	2 	 21 	13	0.000081	0.000425	0.000081	1.664101
400	9400	43	0.015000	2 	 18 	14	0.000087	0.000431	0.000087	1.662921
400	9400	44	0.015000	2 	 12 	5	0.000031	0.000156	0.000031	1.095445
400	9400	45	0.015000	2 	 59 	13	0.000081	0.001131	0.000081	1.865285
400	9400	46	0.015000	2 	 27 	12	0.000075	0.000556	0.000075	1.713914
400	9400	47	0.015000	2 	 21 	15	0.000094	0.000444	0.000094	1.934482
400	9400	48	0.015000	2 	 21 	14	0.000087	0.000531	0.000087	1.697838
400	9400	49	0.015000	2 	 13 	13	0.000081	0.000275	0.000081	1.896743
400	9400	50	0.015000	2 	 31 	16	0.000100	0.000594	0.000100	2.138742
400	9400	51	0.015000	2 	 7 	17	0.000106	0.000225	0.000106	2.582882
400	9400	52	0.015000	2 	 35 	8	0.000050	0.000687	0.000050	1.391941
400	9400	53	0.015000	2 	 32 	12	0.000075	0.000638	0.000075	1.679120
400	9400	54	0.015000	2 	 27 	13	0.000081	0.000475	0.000081	1.797434
400	9400	55	0.015000	2 	 61 	19	0.000119	0.001200	0.000119	2.057350
400	9400	56	0.015000	2 	 14 	12	0.000075	0.000269	0.000075	1.679120
400	9400	57	0.015000	2 	 22 	17	0.000106	0.000469	0.000106	2.278225
400	9400	58	0.015000	2 	 14 	14	0.000087	0.000406	0.000087	1.807016
400	9400	59	0.015000	2 	 11 	6	0.000037	0.000212	0.000037	1.118034
400	9400	60	0.015000	2 	 26 	17	0.000106	0.000481	0.000106	1.970369
400	9400	61	0.015000	2 	 11 	15	0.000094	0.000287	0.000094	2.837840
400	9400	62	0.015000	2 	 50 	13	0.000081	0.000950	0.000081	1.858930
400	9400	63	0.015000	2 	 43 	10	0.000063	0.000875	0.000063	1.577973
400	9400	64	0.015000	2 	 34 	14	0.000087	0.000725	0.000087	2.210827
400	9400	65	0.015000	2 	 17 	6	0.000037	0.000219	0.000037	1.080123
400	9400	66	0.015000	2 	 156 	1304	0.008150	0.013350	0.008150	19.452109
400	9400	67	0.015000	2 	 32 	9	0.000056	0.000444	0.000056	1.457209
400	9400	68	0.015000	2 	 23 	6	0.000037	0.000325	0.000037	1.213352
400	9400	69	0.015000	2 	 107 	511	0.003194	0.007100	0.003194	12.439361
400	9400	70	0.015000	2 	 13 	4	0.000025	0.000175	0.000025	0.707107
400	9400	71	0.015000	2 	 12 	17	0.000106	0.000300	0.000106	2.243021
400	9400	72	0.015000	2 	 55 	14	0.000087	0.001100	0.000087	2.089820
400	9400	73	0.015000	2 	 49 	8	0.000050	0.000856	0.000050	1.268611
400	9400	74	0.015000	2 	 506 	12326	0.077037	0.126581	0.077037	48.059184
