512	9490	200	0.015000	1094	56255	0.214596	0.384796	0.214596	133.586911
512	9490	201	0.015000	1518	105092	0.400894	0.492580	0.057018	57.732199
512	9490	202	0.015000	1215	66873	0.255100	0.310684	0.255100	120.071937
512	9490	203	0.015000	1094	81180	0.309677	0.334839	0.309677	152.259830
512	9490	204	0.015000	1454	54035	0.206127	0.369808	0.206127	137.683614
512	9490	205	0.015000	1330	131174	0.500389	0.558254	0.034374	43.887265
512	9490	206	0.015000	1032	91547	0.349224	0.407143	0.349224	137.801517
512	9490	207	0.015000	1416	107473	0.409977	0.438751	0.003288	15.993457
512	9490	208	0.015000	1582	96729	0.368992	0.448814	0.051144	58.036872
512	9490	209	0.015000	1265	105859	0.403820	0.476791	0.050900	49.767049
512	9490	210	0.015000	1373	49834	0.190102	0.301704	0.190102	107.776968
512	9490	211	0.015000	1480	82297	0.313938	0.457005	0.078053	70.835731
512	9490	212	0.015000	1436	63477	0.242146	0.422016	0.242146	140.500447
512	9490	213	0.015000	1181	84257	0.321415	0.379539	0.034744	42.036390
512	9490	214	0.015000	955	128127	0.488766	0.504784	0.000244	4.758371
512	9490	215	0.015000	1493	68576	0.261597	0.353996	0.261597	167.953014
512	9490	216	0.015000	1852	32777	0.125034	0.388901	0.125034	104.527857
512	9490	217	0.015000	1370	53841	0.205387	0.374954	0.205387	133.773508
512	9490	218	0.015000	1128	139527	0.532253	0.552216	0.000431	6.164160
512	9490	219	0.015000	1444	64910	0.247612	0.344162	0.247612	155.148339
512	9490	220	0.015000	1369	105237	0.401447	0.451420	0.024956	37.127897
512	9490	221	0.015000	1706	96319	0.367428	0.428677	0.028885	38.567549
512	9490	222	0.015000	1182	116214	0.443321	0.486141	0.021637	33.394306
512	9490	223	0.015000	1377	65701	0.250629	0.352768	0.055779	55.595479
512	9490	224	0.015000	1589	47194	0.180031	0.309589	0.180031	120.623560
512	9490	225	0.015000	1301	69530	0.265236	0.372417	0.265236	133.361794
512	9490	226	0.015000	1214	129142	0.492638	0.539749	0.027016	38.254575
512	9490	227	0.015000	1162	36893	0.140736	0.284489	0.140736	106.177965
512	9490	228	0.015000	1309	72625	0.277042	0.337505	0.034676	41.222456
512	9490	229	0.015000	1375	54052	0.206192	0.320843	0.206192	137.116890
512	9490	230	0.015000	1266	93522	0.356758	0.417664	0.356758	156.739853
512	9490	231	0.015000	1333	48414	0.184685	0.325413	0.184685	100.328126
512	9490	232	0.015000	1113	81333	0.310261	0.329330	0.310261	153.697175
512	9490	233	0.015000	1117	139640	0.532684	0.551334	0.000305	5.734081
512	9490	234	0.015000	1134	33053	0.126087	0.270485	0.126087	105.195014
512	9490	235	0.015000	1184	8609	0.032841	0.171379	0.032841	40.783864
512	9490	236	0.015000	1291	46032	0.175598	0.312489	0.175598	158.699431
512	9490	237	0.015000	1558	41325	0.157642	0.271587	0.157642	91.965370
512	9490	238	0.015000	1327	91474	0.348946	0.399319	0.020294	36.160441
512	9490	239	0.015000	1127	72022	0.274742	0.428017	0.274742	120.694309
512	9490	240	0.015000	1343	24507	0.093487	0.308205	0.093487	68.658263
512	9490	241	0.015000	1198	83277	0.317677	0.389122	0.045483	49.639907
512	9490	242	0.015000	1311	39664	0.151306	0.281658	0.151306	91.293438
512	9490	243	0.015000	1221	99210	0.378456	0.416622	0.016804	32.064399
512	9490	244	0.015000	1305	106735	0.407162	0.453239	0.012550	26.626481
512	9490	245	0.015000	1342	83181	0.317310	0.394886	0.049545	51.196049
512	9490	246	0.015000	1607	35355	0.134869	0.378525	0.134869	97.551309
512	9490	247	0.015000	1408	55322	0.211037	0.345516	0.211037	130.311544
512	9490	248	0.015000	1427	53212	0.202988	0.363113	0.202988	110.141586
512	9490	249	0.015000	1022	117451	0.448040	0.499260	0.032871	41.917499
512	9490	250	0.015000	1474	106016	0.404419	0.464809	0.032604	40.146428
512	9490	251	0.015000	1240	36474	0.139137	0.322334	0.139137	109.348865
512	9490	252	0.015000	1368	68034	0.259529	0.429085	0.259529	133.891452
512	9490	253	0.015000	1485	53450	0.203896	0.376244	0.203896	110.151203
512	9490	254	0.015000	1469	91957	0.350788	0.445072	0.056023	54.545628
512	9490	255	0.015000	1515	38251	0.145916	0.347965	0.145916	100.242134
512	9490	256	0.015000	1539	57227	0.218304	0.382725	0.068901	58.550543
512	9490	257	0.015000	1118	27670	0.105553	0.212673	0.105553	82.613152
512	9490	258	0.015000	1145	114641	0.437321	0.456745	0.000313	5.302200
512	9490	259	0.015000	871	114401	0.436405	0.450706	0.000248	4.807440
512	9490	260	0.015000	1400	56351	0.214962	0.459820	0.015224	28.935859
512	9490	261	0.015000	1471	67716	0.258316	0.362152	0.258316	156.184014
512	9490	262	0.015000	1413	27445	0.104694	0.190746	0.104694	78.320933
512	9490	263	0.015000	1299	104828	0.399887	0.476585	0.399887	160.207693
512	9490	264	0.015000	1521	76583	0.292141	0.420135	0.035870	42.106183
512	9490	265	0.015000	1403	117235	0.447216	0.476440	0.004799	17.437070
512	9490	266	0.015000	1736	16825	0.064182	0.277424	0.064182	64.387886
512	9490	267	0.015000	1166	92108	0.351364	0.370255	0.351364	152.217096
512	9490	268	0.015000	1601	58266	0.222267	0.350857	0.222267	119.512720
512	9490	269	0.015000	1237	72399	0.276180	0.368732	0.276180	139.755300
512	9490	270	0.015000	1364	120270	0.458794	0.512897	0.029766	38.607245
512	9490	271	0.015000	1445	28297	0.107944	0.294209	0.107944	92.029639
512	9490	272	0.015000	1160	64403	0.245678	0.335815	0.069908	65.996346
512	9490	273	0.015000	1527	49208	0.187714	0.286350	0.187714	124.231004
512	9490	274	0.015000	1040	94345	0.359898	0.377094	0.000301	5.402676
512	9490	275	0.015000	1371	66145	0.252323	0.380264	0.104282	90.435628
512	9490	276	0.015000	1253	78511	0.299496	0.464642	0.131985	87.030164
512	9490	277	0.015000	1789	58385	0.222721	0.405121	0.133682	94.993721
512	9490	278	0.015000	1240	21851	0.083355	0.193638	0.083355	77.056506
512	9490	279	0.015000	1215	70379	0.268475	0.289268	0.268475	133.289718
512	9490	280	0.015000	1302	120679	0.460354	0.511944	0.030609	38.595229
512	9490	281	0.015000	1113	99182	0.378349	0.480339	0.059319	53.451702
512	9490	282	0.015000	1176	87924	0.335403	0.361614	0.005905	20.578707
512	9490	283	0.015000	1235	82322	0.314034	0.417843	0.076080	69.401385
512	9490	284	0.015000	1413	27668	0.105545	0.267815	0.105545	79.766202
512	9490	285	0.015000	1375	99789	0.380665	0.430828	0.023861	41.128029
512	9490	286	0.015000	1240	37588	0.143387	0.282318	0.143387	105.180019
512	9490	287	0.015000	1296	144317	0.550526	0.581348	0.009159	23.686587
512	9490	288	0.015000	1652	59289	0.226170	0.407532	0.226170	107.318227
512	9490	289	0.015000	1303	47423	0.180904	0.300110	0.180904	122.187300
512	9490	290	0.015000	1383	51371	0.195965	0.301186	0.195965	132.264267
512	9490	291	0.015000	1130	81855	0.312252	0.389473	0.034344	40.720110
512	9490	292	0.015000	1234	23685	0.090351	0.193977	0.090351	86.216090
512	9490	293	0.015000	1185	68182	0.260094	0.390598	0.260094	142.388682
512	9490	294	0.015000	1339	87225	0.332737	0.481739	0.075691	64.457222
512	9490	295	0.015000	1484	36538	0.139381	0.320572	0.139381	112.983102
512	9490	296	0.015000	1151	86760	0.330963	0.399345	0.030678	39.271440
512	9490	297	0.015000	1202	127035	0.484600	0.505795	0.000408	5.881052
512	9490	298	0.015000	1149	115500	0.440598	0.517326	0.057323	56.268682
512	9490	299	0.015000	1446	78253	0.298512	0.439022	0.298512	159.386760
512	9490	300	0.015000	1254	135891	0.518383	0.539719	0.000233	3.942819
