512	9450	2	638	12058	0.045998	0.117825	0.045998
512	9450	3	523	35294	0.134636	0.159924	0.134636
512	9450	4	668	11592	0.044220	0.087795	0.044220
512	9450	5	3	4	0.000015	0.000031	0.000015
512	9450	6	665	19535	0.074520	0.110886	0.074520
512	9450	7	518	21077	0.080402	0.110146	0.080402
512	9450	8	630	6603	0.025188	0.064976	0.025188
512	9450	9	351	5251	0.020031	0.041805	0.020031
512	9450	10	700	32610	0.124397	0.158451	0.124397
512	9450	11	159	7261	0.027699	0.031174	0.027699
512	9450	12	483	41687	0.159023	0.167976	0.159023
512	9450	13	750	18651	0.071148	0.188965	0.071148
512	9450	14	714	7373	0.028126	0.099960	0.028126
512	9450	15	433	19642	0.074928	0.094662	0.074928
512	9450	16	621	19841	0.075687	0.144157	0.075687
512	9450	17	493	8212	0.031326	0.051830	0.031326
512	9450	18	697	17382	0.066307	0.149765	0.066307
512	9450	19	825	31629	0.120655	0.257523	0.120655
512	9450	20	464	5760	0.021973	0.054688	0.021973
512	9450	21	497	17664	0.067383	0.102379	0.067383
512	9450	22	1231	14147	0.053967	0.198841	0.053967
512	9450	23	978	15214	0.058037	0.168472	0.058037
512	9450	24	634	13830	0.052757	0.109520	0.052757
512	9450	25	603	12499	0.047680	0.093288	0.047680
512	9450	26	905	22810	0.087013	0.192047	0.087013
512	9450	27	909	15985	0.060978	0.172184	0.060978
512	9450	28	236	10422	0.039757	0.044140	0.039757
512	9450	29	623	11671	0.044521	0.072773	0.044521
512	9450	30	848	17153	0.065434	0.209221	0.065434
512	9450	31	542	12763	0.048687	0.066257	0.048687
512	9450	32	458	17303	0.066006	0.105362	0.066006
512	9450	33	723	19804	0.075546	0.193024	0.075546
512	9450	34	751	8988	0.034286	0.102821	0.034286
512	9450	35	800	15582	0.059441	0.149395	0.059441
512	9450	36	0	0	0.000000	0.000000	0.000000
512	9450	37	209	11666	0.044502	0.048096	0.044502
512	9450	38	392	8657	0.033024	0.039524	0.033024
512	9450	39	631	14130	0.053902	0.135033	0.053902
512	9450	40	850	32607	0.124386	0.260418	0.124386
512	9450	41	267	15293	0.058338	0.062740	0.058338
512	9450	42	498	24372	0.092972	0.121063	0.092972
512	9450	43	163	6787	0.025890	0.028721	0.025890
512	9450	44	996	35541	0.135578	0.244019	0.135578
512	9450	45	410	10457	0.039890	0.077419	0.039890
512	9450	46	227	7891	0.030102	0.034393	0.030102
512	9450	47	868	35587	0.135754	0.257378	0.135754
512	9450	48	339	11841	0.045170	0.057228	0.045170
512	9450	49	489	29913	0.114109	0.134514	0.114109
512	9450	50	852	15140	0.057755	0.151718	0.057755
512	9450	51	251	11994	0.045753	0.049942	0.045753
512	9450	52	783	6557	0.025013	0.095337	0.025013
512	9450	53	417	21079	0.080410	0.110374	0.080410
512	9450	54	677	17700	0.067520	0.142670	0.067520
512	9450	55	1137	43942	0.167625	0.360291	0.167625
512	9450	56	497	23196	0.088486	0.098961	0.088486
512	9450	57	665	58877	0.224598	0.234810	0.224598
512	9450	58	1016	17559	0.066982	0.195103	0.066982
512	9450	59	488	8436	0.032181	0.059174	0.032181
512	9450	60	458	10325	0.039387	0.076763	0.039387
512	9450	61	228	16301	0.062183	0.066311	0.062183
512	9450	62	838	16505	0.062962	0.156914	0.062962
512	9450	63	351	7991	0.030483	0.054337	0.030483
512	9450	64	239	13509	0.051533	0.056023	0.051533
512	9450	65	690	17496	0.066742	0.152435	0.066742
512	9450	66	661	14251	0.054363	0.113968	0.054363
512	9450	67	792	29483	0.112469	0.217583	0.112469
512	9450	68	481	11222	0.042809	0.067497	0.042809
512	9450	69	153	5221	0.019917	0.023247	0.019917
512	9450	70	172	6783	0.025875	0.029526	0.025875
512	9450	71	226	5102	0.019463	0.023727	0.019463
512	9450	72	727	9628	0.036728	0.121643	0.036728
512	9450	73	820	35330	0.134773	0.218109	0.134773
512	9450	74	274	8139	0.031048	0.035744	0.031048
512	9450	75	826	59588	0.227310	0.268780	0.227310
512	9450	76	941	44822	0.170982	0.285519	0.170982
512	9450	77	683	29213	0.111439	0.187332	0.111439
512	9450	78	808	21205	0.080891	0.145283	0.080891
512	9450	79	136	81	0.000309	0.003349	0.000309
512	9450	80	542	23091	0.088085	0.181774	0.088085
512	9450	81	386	9672	0.036896	0.059185	0.036896
512	9450	82	772	28336	0.108093	0.159546	0.108093
512	9450	83	752	29932	0.114182	0.205147	0.114182
512	9450	84	549	27669	0.105549	0.125851	0.105549
512	9450	85	1127	21399	0.081631	0.245087	0.081631
512	9450	86	742	15839	0.060421	0.096985	0.060421
512	9450	87	565	13273	0.050632	0.110493	0.050632
512	9450	88	859	15600	0.059509	0.167999	0.059509
512	9450	89	214	13216	0.050415	0.053673	0.050415
512	9450	90	605	23365	0.089130	0.129284	0.089130
512	9450	91	370	11164	0.042587	0.066357	0.042587
